Register Name;Register Address;Register Offset;Mask Name;Bits;RW;Default;Description
SW1_CTRL1;0x36;0x0;SW1_ILIM;1 to 0;RW1S[1];0;Sets current limit of SW1 regulator 00 — Typical current limit of 1.0 A 01 — Typical current limit of 1.2 A 10 — Typical current limit of 1.5 A 11 — Typical current limit of 2.0 A
SW1_CTRL1;0x36;0x0;UNUSED;3 to 2;—;—;Unused
SW1_CTRL1;0x36;0x0;SW1_TMODE_SEL;4;RW;0;"0 — TON control
1 — TOFF control"
SW1_CTRL1;0x36;0x0;UNUSED;7 to 5;—;—;Unused
SW2_VOLT;0x38;0x0;SW2_VOLT;5 to 0;RW1S[1];—;SW2 voltage setting register (Run mode) 000000 —See Table 31 for voltage settings 111111 — See Table 31 for voltage settings
SW2_VOLT;0x38;0x0;UNUSED;7 to 6;—;—;Unused
SW2_STBY_VOLT;0x39;0x0;SW2_STBY_VOLT;5 to 0;RW1S[1];—;"SW2 output voltage setting register (Standby mode). The default value here should be identical to SW2_VOLT[5:0] register.
000000 — See Table 31 for voltage settings
111111 — See Table 31 for voltage settings"
SW2_STBY_VOLT;0x39;0x0;UNUSED;7 to 6;—;—;Unused
SW2_SLP_VOLT;0x3A;0x0;SW2_SLP_VOLT;5 to 0;RW1S[1];—;"SW2 output voltage setting register (Sleep mode). The default value here should be identical to SW2_VOLT[5:0] register.
000000 — See Table 31 for voltage settings
111111 — See Table 31 for voltage settings"
SW2_SLP_VOLT;0x3A;0x0;UNUSED;7 to 6;—;—;Unused
SW2_CTRL;0x3B;0x0;SW2_EN;0;RW1S[1];0;"Enables buck regulator. Loaded from OTP based on the sequence settings. User can turn off regulator by clearing this bit. 0 — Regulator disabled in Run mode
1 — Regulator enabled in Run mode"
SW2_CTRL;0x3B;0x0;SW2_STBY_EN;1;RW1S;0;"Enables buck regulator in Standby mode. User can turn off regulator by clearing this bit. The default value of this bit should be equal to the SW1_EN bit (based on OTP).
0 — Regulator disabled in Standby mode
1 — Regulator enabled in Standby mode"
SW2_CTRL;0x3B;0x0;SW2_OMODE;2;RW;0;"Enables buck regulator in Sleep mode. User can turn off regulator by clearing this bit.
0 — Regulator disabled in Sleep mode
1 — Regulator enabled in Sleep mode"
SW2_CTRL;0x3B;0x0;SW2_LPWR;3;RW;0;"Enables the buck to enter Low-power mode during Standby and Sleep modes
0 — Regulator not in Low-power mode
1 — Regulator in Low-power mode during Standby or Sleep"
SW2_CTRL;0x3B;0x0;SW2_DVSSPEED;4;RW1S;0;"Controls slew rate of DVS transitions. Loaded from OTP and changeable by user after boot up. Not used when OTP_SW2_ DVS_SEL = 1.
0 — DVS rate at 12.5 mV/2 μs
1 — DVS rate at 12.5 mV/4 μs"
SW2_CTRL;0x3B;0x0;SW2_FPWM_IN_DVS;5;RW;0;"Enables CCM operation during DVS down
0 — does not force FPWM during DVS
1 — forces regulator to track the DVS reference while it is falling rather than relying on the load current to pull the voltage low"
SW2_CTRL;0x3B;0x0;SW2_FPWM;6;RW;0;"Forces buck to go into CCM mode
0 — Not in FPWM mode
1 — Forced in PWM mode irrespective of load current."
SW2_CTRL;0x3B;0x0;SW2_RDIS_ENB;7;RW1S;0;"Controls discharge resistor on output when regulator disabled
0 — Enables discharge resistor on output when regulator disabled. Resistor connected at FB pin when regulator disabled to force capacitor discharge.
1 — Disables discharge resistor on output when regulator disabled. Resistor not connected at FB pin when regulator disabled. Relies on leakage/residue load to discharge output capacitor."
SW2_CTRL1;0x3C;0x0;SW2_ILIM;1 to 0;RW1S;0;Sets current limit of SW2 regulator 00 — Typical current limit of 1.0 A 01 — Typical current limit of 1.2 A 10 — Typical current limit of 1.5 A 11 — Typical current limit of 2.0 A
SW2_CTRL1;0x3C;0x0;UNUSED;3 to 2;—;—;Unused
SW2_CTRL1;0x3C;0x0;SW2_TMODE_SEL;4;RW;0;"0 — TON control
1 — TOFF control"
SW2_CTRL1;0x3C;0x0;UNUSED;7 to 5;—;—;Unused
SW3_VOLT;0x3E;0x0;SW3_VOLT;3 to 0;RW1S;—;"SW3 voltage setting register (Run mode). Loaded from fuses. Read only because DVS is not supported in this regulator.
0000 — See Table 37 for voltage settings
1111 — See Table 37 for voltage settings"
SW3_VOLT;0x3E;0x0;UNUSED;7 to 4;—;—;Unused
SW3_STBY_VOLT;0x3F;0x0;SW3_STBY_VOLT;3 to 0;RW1S;—;"SW3 voltage setting register (Standby mode). Loaded from fuses. Read only because DVS is not supported in this regulator.
0000 — See Table 37 for voltage settings
1111 —See Table 37 for voltage settings"
SW3_STBY_VOLT;0x3F;0x0;UNUSED;7 to 4;—;—;Unused
SW3_SLP_VOLT;0x40;0x0;SW3_SLP_VOLT;3 to 0;RW1S;—;"SW3 voltage setting register (Sleep mode). Loaded from fuses. Read only because DVS is not supported in this regulator.
0000 — See Table 37 for voltage settings
1111 — See Table 37 for voltage settings"
SW3_SLP_VOLT;0x40;0x0;UNUSED;7 to 4;—;—;Unused
SW3_CTRL;0x41;0x0;SW3_EN;0;RW1S;0;"Enables buck regulator. Loaded from OTP based on the sequence settings. User can turn off regulator by clearing this bit. 0 — Regulator disabled in Run mode
1 — Regulator enabled in Run mode"
SW3_CTRL;0x41;0x0;SW3_STBY_EN;1;RW1S;0;"Enables buck regulator in Standby mode. User can turn off regulator by clearing this bit. The default value of this bit should be equal to the SW1_EN bit (based on OTP).
0 — Regulator disabled in Standby mode
1 — Regulator enabled in Standby mode"
SW3_CTRL;0x41;0x0;SW3_OMODE;2;RW;0;"Enables buck regulator in Sleep mode. User can turn off regulator by clearing this bit.
0 — Regulator disabled in Sleep mode
1 — Regulator enabled in Sleep mode"
SW3_CTRL;0x41;0x0;SW3_LPWR;3;RW;0;"Enables the buck to enter Low-power mode during Standby and Sleep modes
0 — Regulator not in Low-power mode
1 — Regulator in Low-power mode while in Standby or Sleep"
SW3_CTRL;0x41;0x0;UNUSED;4;—;—;Unused
SW3_CTRL;0x41;0x0;UNUSED;5;—;—;Unused
SW3_CTRL;0x41;0x0;SW3_FPWM;6;RW;0;"Forces buck to go into CCM mode
0 — Not in FPWM mode
1 — Forced in PWM mode irrespective of load current"
SW3_CTRL;0x41;0x0;SW3_RDIS_ENB;7;RW1S;0;"Controls discharge resistor on output when regulator disabled
0 — Enables discharge resistor on output when regulator disabled. Resistor connected at FB pin when regulator disabled to force capacitor discharge.
1 — Disables discharge resistor on output when regulator disabled. Resistor not connected at FB pin when regulator disabled. Relies on leakage/residue load to discharge output capacitor."
SW3_CTRL1;0x42;0x0;SW3_ILIM;1 to 0;RW1S;0;Sets current limit of SW3 regulator 00 — Typical current limit of 1.0 A 01 — Typical current limit of 1.2 A 10 — Typical current limit of 1.5 A 11 — Typical current limit of 2.0 A
SW3_CTRL1;0x42;0x0;UNUSED;3 to 2;—;—;Unused
SW3_CTRL1;0x42;0x0;SW3_TMODE_SEL;4;RW;0;"0 — TON control
1 — TOFF control"
SW3_CTRL1;0x42;0x0;UNUSED;7 to 5;—;—;Unused
VSNVS_CTRL;0x48;0x0;VSNVS_VOLT;2 to 0;RW1S;0;Not used in PF1550. Placeholder for future products.
VSNVS_CTRL;0x48;0x0;CLKPULSE;3;RW;0;Optional bit used for evaluation (see IP block)
VSNVS_CTRL;0x48;0x0;FORCEBOS;4;RW;0;"Optional bit for evaluation
0 — BOS circuit activated only when VSYS < UVDET
1 — Forces best of supply circuit irrespective of UVDET"
VSNVS_CTRL;0x48;0x0;LIBGDIS;5;RW;0;"Use to reduce quiescent current in coin cell mode
0 — VSNVS local band gap enabled in coin cell mode
1 — VSNVS local band gap disabled in coin cell mode to save quiescent current"
VSNVS_CTRL;0x48;0x0;UNUSED;7 to 6;—;—;Unused
VREFDDR_CTRL;0x4A;0x0;VREFDDR_EN;0;RW1S;0;"0 — Disables VREFDDR regulator
1 — Enables VREFDDR regulator. This is set by the OTP sequence."
VREFDDR_CTRL;0x4A;0x0;VREFDDR_STBY_EN;1;RW1S;0;"The default value for this should be same as VREFDDREN
0 — Disables VREFDDR regulator in Standby mode 1 — Enables VREFDDR regulator in Standby mode if VREFDDREN = 1"
VREFDDR_CTRL;0x4A;0x0;VREFDDR_OMODE;2;RW;0;"0 — Keeps VREFDDR off in Off mode
1 — Enables VREFDDR in Sleep mode if VREFDDREN = 1"
VREFDDR_CTRL;0x4A;0x0;VREFDDR_LPWR;3;RW;0;"0 — Disables VREFDDR Low-power mode
1 — Enables VREFDDR Low-power mode"
VREFDDR_CTRL;0x4A;0x0;UNUSED;7 to 4;—;—;Unused
LDO1_VOLT;0x4C;0x0;LDO1_VOLT;4 to 0;RW1S;—;"LDO1 output voltage setting register. Loaded from OTP.
00000 — See Table 41 for voltage settings
11111 — See Table 41 for voltage settings"
LDO1_VOLT;0x4C;0x0;UNUSED;7 to 5;—;—;Unused
LDO1_CTRL;0x4D;0x0;VLDO1_EN;0;RW1S;0;"Enables LDO regulator. Loaded from OTP based on the sequence settings. User can turn off regulator by clearing this bit. 0 — Disables regulator
1 — Enables regulator"
LDO1_CTRL;0x4D;0x0;VLDO1_STBY_EN;1;RW1S;0;"Enables LDO in Standby mode. Default value of this bit should be same as VLDO1_EN.
0 — Disables regulator
1 — Enables regulator"
LDO1_CTRL;0x4D;0x0;VLDO1_OMODE;2;RW;0;"Enables LDO in Sleep mode
0 — Disables regulator
1 — Enables regulator"
LDO1_CTRL;0x4D;0x0;VLDO1_LPWR;3;RW;0;"Forces LDO to Low-power mode in Sleep and Standby modes
0 — Not in Low-power mode during Standby and Sleep
1 — Regulator in Low-power mode during Standby and Sleep"
LDO1_CTRL;0x4D;0x0;LDO1_LS_EN;4;RW1S;0;"This is loaded from OTP_LDOy_LS_EN and changeable from 0 to 1 on power-up. Changing from 1 to 0 is not allowed.
0 — Sets LDOy in LDO mode
1 — Sets LDOy to a load switch (fully on) mode"
LDO1_CTRL;0x4D;0x0;UNUSED;7 to 5;—;—;Unused
LDO2_VOLT;0x4F;0x0;LDO2_VOLT;3 to 0;RW1S;—;"LDO2 output voltage setting register. Loaded from OTP.
0000 — See Table 43 for voltage settings
1111 — See Table 43 for voltage settings"
LDO2_VOLT;0x4F;0x0;UNUSED;7 to 4;—;—;Unused
LDO2_CTRL;0x50;0x0;VLDO2_EN;0;RW1S;0;"Enables LDO regulator. Loaded from OTP based on the sequence settings. User can turn off regulator by clearing this bit. 0 — Disables regulator
1 — Enables regulator"
LDO2_CTRL;0x50;0x0;VLDO2_STBY_EN;1;RW1S;0;"Enables LDO in Standby mode. Default value of this bit should be same as VLDO1_EN.
0 — Disables regulator
1 — Enables regulator"
LDO2_CTRL;0x50;0x0;VLDO2_OMODE;2;RW;0;"Enables LDO in Sleep mode
0 — Disables regulator
1 — Enables regulator"
LDO2_CTRL;0x50;0x0;VLDO2_LPWR;3;RW;0;"Forces LDO to Low-power mode in Sleep and Standby modes
0 — Not in Low-power mode during Standby and Sleep
1 — Regulator in Low-power mode during Standby and Sleep"
LDO2_CTRL;0x50;0x0;UNUSED;7 to 4;—;—;Unused
LDO3_VOLT;0x52;0x0;LDO3_VOLT;4 to 0;RW1S;—;"LDO3 output voltage setting register. Loaded from OTP.
00000 — See Table 41 for voltage settings
11111 — See Table 41 for voltage settings"
LDO3_VOLT;0x52;0x0;UNUSED;7 to 5;—;—;Unused
LDO3_CTRL;0x53;0x0;VLDO3_EN;0;RW1S;0;"Enables LDO regulator. Loaded from OTP based on the sequence settings. User can turn off regulator by clearing this bit. 0 — Disables regulator
1 — Enables regulator"
LDO3_CTRL;0x53;0x0;VLDO3_STBY_EN;1;RW1S;0;"Enables LDO in Standby mode. Default value of this bit should be same as VLDO1_EN.
0 — Disables regulator
1 — Enables regulator"
LDO3_CTRL;0x53;0x0;VLDO3_OMODE;2;RW;0;"Enables LDO in Sleep mode
0 — Disables regulator
1 — Enables regulator"
LDO3_CTRL;0x53;0x0;VLDO3_LPWR;3;RW;0;"Forces LDO to Low-power mode in Sleep and Standby modes
0 — Not in Low-power mode during Standby and Sleep
1 — Regulator in Low-power mode during Standby and Sleep"
LDO3_CTRL;0x53;0x0;LDO3_LS_EN;4;RW1S;0;"This is loaded from OTP_LDOy_LS_EN and changeable from 0 to 1 on power up. Changing from 1 to 0 is not allowed.
0 — sets LDOy in LDO mode
1 — sets LDOy to a load switch (fully on) mode"
LDO3_CTRL;0x53;0x0;UNUSED;7 to 5;—;—;Unused
PWRCTRL0;0x58;0x0;STANDBYDLY;1 to 0;RW;1;"Controls delay of Standby pin after synchronization
0 — No additional delay
1 — 32 kHz cycle additional delay 2 — 32 kHz cycle additional delay 3 — 32 kHz cycle additional delay"
PWRCTRL0;0x58;0x0;STANDBYINV;2;RW;0;Controls polarity of STANDBY pin 0 — Standby pin input active high 1 — Standby pin input active low
PWRCTRL0;0x58;0x0;POR_DLY;5 to 3;RW1S;0;"Controls delay of RESETBMCU pin after power up (loaded from OTP)
000 — RESETBMCU goes high 2 ms after last regulator 010 — RESETBMCU goes high 4 ms after last regulator 011 — RESETBMCU goes high 8 ms after last regulator 100 — RESETBMCU goes high 16 ms after last regulator 101 — RESETBMCU goes high 128 ms after last regulator 110 — RESETBMCU goes high 256 ms after last regulator 111 — RESETBMCU goes high 1024 ms after last regulator"
PWRCTRL0;0x58;0x0;TGRESET;7 to 6;RW1S;0;"Controls duration for which ONKEY has to be pushed low for a global reset (part goes to REGS_DISABLE)
00 — 4 s
01 — 8 s
10 — 12 s
11 — 16 s"
PWRCTRL1;0x59;0x0;PWRONDBNC;1 to 0;RW;0;"Controls debounce of PWRON when in push-button mode (PWRON_CFG = 1)
00 — 31.25 ms falling edge. 31.25 ms rising edge 01 — 31.25 ms falling edge. 31.25 ms rising edge 10 — 125 ms falling edge. 31.25 ms rising edge 11 — 750 ms falling edge. 31.25 ms rising edge"
PWRCTRL1;0x59;0x0;ONKEYDBNC;3 to 2;RW;0;"Controls debounce of ONKEY push-button
00 — 31.25 ms falling edge. 31.25 ms rising edge 01 — 31.25 ms falling edge. 31.25 ms rising edge 10 — 125 ms falling edge. 31.25 ms rising edge 11 — 750 ms falling edge. 31.25 ms rising edge"
PWRCTRL1;0x59;0x0;PWRONRSTEN;4;RW;0;"Enables going to REGS_DISABLE or Sleep mode when PWRON_CFG = 1. See Section 10 ""PF1550 state machine"" for details.
0 — Long press on PWRON button does not take state to REGS_DISABLE or Sleep
1 — Long press on PWRON button takes state to REGS_DISABLE or Sleep"
PWRCTRL1;0x59;0x0;RESTARTEN;5;RW;0;"Enables restart of system when PWRON push-button is held low for 5 s
0 — No impact
1 — When going to REGS_DISABLE via a long press of PWRON button, holding it low for 1 more second takes state back to RUN (Equally, a 5 second push restarts the system)"
PWRCTRL1;0x59;0x0;REGSCPEN;6;RW;0;"Shuts down LDO if it enters a current limit fault. Controls LDO1, LDO2, and LDO3.
0 — LDO does not shut down in the event of a current limit fault. Continues to current limit
1 — LDO is turned off when it encounters a current limit fault"
PWRCTRL1;0x59;0x0;ONKEY_RST_EN;7;RW;1;"Enables turning off of system via ONKEY. See Section 10 ""PF1550 state machine"" for details.
0 — ONKEY cannot be used to turn off or restart system
1 — ONKEY can be used to turn off or restart system"
PWRCTRL2;0x5A;0x0;UVDET;1 to 0;RW1S;0;"Sets UVDET threshold
00 — Rising 2.65 V. Falling 2.55 V
01 — Rising 2.8 V. Falling 2.7 V
10 — Rising 3.0 V. Falling 2.9 V
11 — Rising 3.1 V. Falling 3.0 V"
PWRCTRL2;0x5A;0x0;LOW_SYS_WARN;3 to 2;RW;0;"Sets LOW_SYS_WARN threshold
00 — Rising 3.3 V. Falling 3.1 V
01 — Rising 3.5 V. Falling 3.3 V
10 — Rising 3.7 V. Falling 3.5 V
11 — Rising 3.9 V. Falling 3.7 V"
PWRCTRL2;0x5A;0x0;UNUSED;7 to 4;—;—;Unused
PWRCTRL3;0x5B;0x0;GOTO_SHIP;0;RW;0;"Set this bit to go to SHIP mode from any state. See Section 10 ""PF1550 state machine"" for details.
0 — No impact
1 — PF1550 enters SHIP mode"
PWRCTRL3;0x5B;0x0;GOTO_CORE_OFF;1;RW;0;"Set this bit to go to CORE_OFF mode once in REGS_DISABLE state
0 — No impact
1 — PF1550 enters CORE_OFF mode when in REGS_DISABLE state"
PWRCTRL3;0x5B;0x0;UNUSED;7 to 2;—;—;Unused
SW1_PWRDN_SEQ;0x5F;0x0;SW1_PWRDN_SEQ;2 to 0;RW1S;0;"This contains same value as power-up sequence value by default. Power-up sequence is in mirror registers.
xxx = The power-down sequencer performs the function opposite to the power-up sequencer. Each regulator has an associated register setting (SW1_PWRDN_SEQ[2:0], SW2_PWRDN_ SEQ[2:0], SW3_PWRDN_SEQ[2:0], LDO1_PWRDN_SEQ[2:0], LDO2_PWRDN_SEQ[2:0], LDO3_PWRDN_SEQ[2:0].
VREFDDR_PWRDN_SEQ[2:0]) that sets its power-down sequence. The default setting of the above registers is equal  to the corresponding power-up sequence setting. For example, SW1_PWRDN_SEQ[2:0] = OTP_SW1_PWRUP_SEQ[2:0].
When the power-down sequencer is activated, regulators are turned off one by one in the descending order of the XXX_ PWRDN_SEQ[2:0] setting. This way, by default, power-down is a mirror of the power-up sequence. In one of the ""System On"" states, the processor can change the values of the XXX_
PWRDN_SEQ[2:0] registers. The power-up sequence is fixed by OTP (or TBB). If all XXX_PWRDN_SEQ[2:0] = 0x00, the power- down sequencer is bypassed and all the regulators are turned off at once."
SW1_PWRDN_SEQ;0x5F;0x0;UNUSED;7 to 3;—;—;Unused
SW2_PWRDN_SEQ;0x60;0x0;SW2_PWRDN_SEQ;2 to 0;RW1S;0;"This contains same value as power-up sequence value by default. Power-up sequence is in mirror registers.
xxx = The power-down sequencer performs the function opposite to the power-up sequencer. Each regulator has an associated register setting (SW1_PWRDN_SEQ[2:0], SW2_PWRDN_ SEQ[2:0], SW3_PWRDN_SEQ[2:0], LDO1_PWRDN_SEQ[2:0], LDO2_PWRDN_SEQ[2:0], LDO3_PWRDN_SEQ[2:0].
VREFDDR_PWRDN_SEQ[2:0]) that sets its power-down sequence. The default setting of the above registers is equal  to the corresponding power-up sequence setting. For example, SW1_PWRDN_SEQ[2:0] = OTP_SW1_PWRUP_SEQ[2:0].
When the power-down sequencer is activated, regulators are turned off one by one in the descending order of the XXX_ PWRDN_SEQ[2:0] setting. This way, by default, power-down is a mirror of the power-up sequence. In one of the ""System On"" states, the processor can change the values of the XXX_
PWRDN_SEQ[2:0] registers. The power-up sequence is fixed by OTP (or TBB). If all XXX_PWRDN_SEQ[2:0] = 0x00, the power- down sequencer is bypassed and all the regulators are turned off at once."
SW2_PWRDN_SEQ;0x60;0x0;UNUSED;7 to 3;—;—;Unused
SW3_PWRDN_SEQ;0x61;0x0;SW3_PWRDN_SEQ;2 to 0;RW1S;0;"This contains same value as power-up sequence value by default. Power-up sequence is in mirror registers.
xxx = The power-down sequencer performs the function opposite to the power-up sequencer. Each regulator has an associated register setting (SW1_PWRDN_SEQ[2:0], SW2_PWRDN_ SEQ[2:0], SW3_PWRDN_SEQ[2:0], LDO1_PWRDN_SEQ[2:0], LDO2_PWRDN_SEQ[2:0], LDO3_PWRDN_SEQ[2:0].
VREFDDR_PWRDN_SEQ[2:0]) that sets its power-down sequence. The default setting of the above registers is equal  to the corresponding power-up sequence setting. For example, SW1_PWRDN_SEQ[2:0] = OTP_SW1_PWRUP_SEQ[2:0].
When the power-down sequencer is activated, regulators are turned off one by one in the descending order of the XXX_ PWRDN_SEQ[2:0] setting. This way, by default, power-down is a mirror of the power-up sequence. In one of the ""System On"" states, the processor can change the values of the XXX_
PWRDN_SEQ[2:0] registers. The power-up sequence is fixed by OTP (or TBB). If all XXX_PWRDN_SEQ[2:0] = 0x00, the power- down sequencer is bypassed and all the regulators are turned off at once."
SW3_PWRDN_SEQ;0x61;0x0;UNUSED;7 to 3;—;—;Unused
LDO1_PWRDN_SEQ;0x62;0x0;LDO1_PWRDN_SEQ;2 to 0;RW1S;0;"This contains same value as power-up sequence value by default. Power-up sequence is in mirror registers.
xxx = The power-down sequencer performs the function opposite to the power-up sequencer. Each regulator has an associated register setting (SW1_PWRDN_SEQ[2:0], SW2_PWRDN_ SEQ[2:0], SW3_PWRDN_SEQ[2:0], LDO1_PWRDN_SEQ[2:0], LDO2_PWRDN_SEQ[2:0], LDO3_PWRDN_SEQ[2:0].
VREFDDR_PWRDN_SEQ[2:0]) that sets its power-down sequence. The default setting of the above registers is equal  to the corresponding power-up sequence setting. For example, SW1_PWRDN_SEQ[2:0] = OTP_SW1_PWRUP_SEQ[2:0].
When the power-down sequencer is activated, regulators are turned off one by one in the descending order of the XXX_ PWRDN_SEQ[2:0] setting. This way, by default, power-down is a mirror of the power-up sequence. In one of the ""System On"" states, the processor can change the values of the XXX_
PWRDN_SEQ[2:0] registers. The power-up sequence is fixed by OTP (or TBB). If all XXX_PWRDN_SEQ[2:0] = 0x00, the power- down sequencer is bypassed and all the regulators are turned off at once."
LDO1_PWRDN_SEQ;0x62;0x0;UNUSED;7 to 3;—;—;Unused
LDO2_PWRDN_SEQ;0x63;0x0;LDO2_PWRDN_SEQ;2 to 0;RW1S;0;"This contains same value as power-up sequence value by default. Power-up sequence is in mirror registers.
xxx = The power-down sequencer performs the functional opposite to the power-up sequencer. Each regulator has an associated register setting (SW1_PWRDN_SEQ[2:0], SW2_ PWRDN_SEQ[2:0], SW3_PWRDN_SEQ[2:0], LDO1_PWRDN_ SEQ[2:0], LDO2_PWRDN_SEQ[2:0], LDO3_PWRDN_SEQ[2:0].
VREFDDR_PWRDN_SEQ[2:0]) that sets its power-down sequence. The default setting of the above registers is equal  to the corresponding power-up sequence setting. For example, SW1_PWRDN_SEQ[2:0] = OTP_SW1_PWRUP_SEQ[2:0].
When the power-down sequencer is activated, regulators are turned off one by one in the descending order of the XXX_ PWRDN_SEQ[2:0] setting. This way, by default, power-down is a mirror of the power-up sequence. In one of the ""System On"" states, the processor can change the values of the XXX_
PWRDN_SEQ[2:0] registers. The power-up sequence is fixed by OTP (or TBB). If all XXX_PWRDN_SEQ[2:0] = 0x00, the power- down sequencer is bypassed and all the regulators are turned off at once."
LDO2_PWRDN_SEQ;0x63;0x0;UNUSED;7 to 3;—;—;Unused
LDO3_PWRDN_SEQ;0x64;0x0;LDO3_PWRDN_SEQ;2 to 0;RW1S;0;"This contains same value as power-up sequence value by default. Power-up sequence is in mirror registers.
xxx = The power-down sequencer performs the function opposite to the power-up sequencer. Each regulator has an associated register setting (SW1_PWRDN_SEQ[2:0], SW2_PWRDN_ SEQ[2:0], SW3_PWRDN_SEQ[2:0], LDO1_PWRDN_SEQ[2:0], LDO2_PWRDN_SEQ[2:0], LDO3_PWRDN_SEQ[2:0].
VREFDDR_PWRDN_SEQ[2:0]) that sets its power-down sequence. The default setting of the above registers is equal  to the corresponding power-up sequence setting. For example, SW1_PWRDN_SEQ[2:0] = OTP_SW1_PWRUP_SEQ[2:0].
When the power-down sequencer is activated, regulators are turned off one by one in the descending order of the XXX_ PWRDN_SEQ[2:0] setting. This way, by default, power-down is a mirror of the power-up sequence. In one of the ""System On"" states, the processor can change the values of the XXX_
PWRDN_SEQ[2:0] registers. The power-up sequence is fixed by OTP (or TBB). If all XXX_PWRDN_SEQ[2:0] = 0x00, the power- down sequencer is bypassed and all the regulators are turned off at once."
LDO3_PWRDN_SEQ;0x64;0x0;UNUSED;7 to 3;—;—;Unused
VREFDDR_PWRDN_SEQ;0x65;0x0;VREFDDR_PWRDN_S EQ;2 to 0;RW1S;0;"This contains same value as power-up sequence value by default. Power-up sequence is in mirror registers.
xxx = The power-down sequencer performs the function opposite to the power-up sequencer. Each regulator has an associated register setting (SW1_PWRDN_SEQ[2:0], SW2_PWRDN_ SEQ[2:0], SW3_PWRDN_SEQ[2:0], LDO1_PWRDN_SEQ[2:0], LDO2_PWRDN_SEQ[2:0], LDO3_PWRDN_SEQ[2:0].
VREFDDR_PWRDN_SEQ[2:0]) that sets its power-down sequence. The default setting of the above registers is equal  to the corresponding power-up sequence setting. For example, SW1_PWRDN_SEQ[2:0] = OTP_SW1_PWRUP_SEQ[2:0].
When the power-down sequencer is activated, regulators are turned off one by one in the descending order of the XXX_ PWRDN_SEQ[2:0] setting. This way, by default, power-down is a mirror of the power-up sequence. In one of the ""System On"" states, the processor can change the values of the XXX_
PWRDN_SEQ[2:0] registers. The power-up sequence is fixed by OTP (or TBB). If all XXX_PWRDN_SEQ[2:0] = 0x00, the power- down sequencer is bypassed and all the regulators are turned off at once."
VREFDDR_PWRDN_SEQ;0x65;0x0;UNUSED;7 to 3;—;—;Unused
STATE_INFO;0x67;0x0;STATE;5 to 0;R;0;"Indicates machine state 000000 — Wait status 001100 — RUN state 001101 — STANDBY state
001110 — SLEEP/LPSR state
101011 — REGS_DISABLE state
Other bits are reserved"
STATE_INFO;0x67;0x0;UNUSED;7 to 6;—;—;Unused
