Register Name;Register Address;Register Offset;Mask Name;Bits;RW;Default;Description
CHG_CURR_CNFG;0x0E;0x80;CHG_CC;4 to 0;RW1S;0;"Fast charge current selection. When the charger is enabled, the charge current limit is set by these bits. These bits range from 100 mA to 1.0 A.
0 — 100 mA
1 — 150 mA
2 — 200 mA
3 — 250 mA
4 — 300 mA
5 — 350 mA
6 — 400 mA
7 — 450 mA
8 — 500 mA
9 — 550 mA
10 — 600 mA
11 — 650 mA
12 — 700 mA
13 — 750 mA
14 — 800 mA
15 — 850 mA
16 — 900 mA
17 — 950 mA
18 — 1000 mA
19 — 1050 mA (Reserved)
20 — 1100 mA (Reserved)
21 — 1150 mA (Reserved)
22 — 1200 mA (Reserved)
23 — 1250 mA (Reserved)
24 — 1300 mA (Reserved)
25 — 1350 mA (Reserved)
26 — 1400 mA (Reserved)
27 — 1450 mA (Reserved)
28 — 1500 mA (Reserved)
29 — 1550 mA (Reserved)
30 — 1600 mA (Reserved)
31 — 1650 mA (Reserved)
Reset condition — VCOREDIG_RSTB"
CHG_CURR_CNFG;0x0E;0x80;PRECHGLB_THRS;6 to 5;RW1S;0;"Precharge (low battery) charging voltage threshold setting
0 — 2.8 V
1 — 2.7 V (Reserved)
2 — 2.9 V (Reserved)
3 — 3.0 V (Reserved)
Reset condition — VCOREDIG_RSTB"
CHG_CURR_CNFG;0x0E;0x80;RSVD7;7;RW;0;Reserved
BATT_REG;0x0F;0x80;CHGCV;5 to 0;RW1S;101011;"Battery termination voltage setting
0 — 3.50 V
1 — 3.50 V
2 — 3.50 V
3 — 3.50 V
4 — 3.50 V
5 — 3.50 V
6 — 3.50 V
7 — 3.50 V
8 — 3.50 V
9 — 3.52 V
10 — 3.54 V
11 — 3.56 V
12 — 3.58 V
13 — 3.60 V
14 — 3.62 V
15 — 3.64 V
16 — 3.66 V
17 — 3.68 V
18 — 3.70 V
19 — 3.72 V
20 — 3.74 V
21 — 3.76 V
22 — 3.78 V
23 — 3.80 V
24 — 3.82 V
25 — 3.84 V
26 — 3.86 V
27 — 3.88 V
28 — 3.90 V
29 — 3.92 V
30 — 3.94 V
31 — 3.96 V
32 — 3.98 V
33 — 4.00 V
34 — 4.02 V
35 — 4.04 V
36 — 4.06 V
37 — 4.08 V
38 — 4.10 V
39 — 4.12 V
40 — 4.14 V
41 — 4.16 V
42 — 4.18 V
43 — 4.20 V
44 — 4.22 V
45 — 4.24 V
46 — 4.26 V
47 — 4.28 V
48 — 4.30 V
49 — 4.32 V
50 — 4.34 V
51 — 4.36 V
52 — 4.38 V
53 — 4.40 V
54 — 4.42 V
55 — 4.44 V
56 — 4.44 V
57 — 4.44 V
58 — 4.44 V
59 — 4.44 V
60 — 4.44 V
61 — 4.44 V
62 — 4.44 V
63 — 4.44 V"
BATT_REG;0x0F;0x80;VSYSMIN;7 to 6;RW1S;0;"Minimum system regulation voltage (VSYSMIN)
0 — 3.5 V
1 — 3.7 V
2 — 4.3 V
3 — Reserved
Reset condition — VCOREDIG_RSTB"
BATFET_CNFG;0x11;0x80;WDTCLR;1 to 0;RW;0;"Watchdog timer clear bits. Writing ""01"" to these bits clears the watchdog timer when the watchdog timer is enabled.
0 — The watchdog timer is not cleared
1 — The watchdog timer is cleared
2 — The watchdog timer is not cleared 3 — The watchdog timer is not cleared Reset condition — VCOREDIG_RSTB"
BATFET_CNFG;0x11;0x80;WD_BATFET_OFF;2;RW;0;"Watchdog timer BATFET control
0 — Not used in PF1550. See WDFLT_BFET_EN bit in Fault_BATFET_CNFG register.
1 — Not used in PF1550. See WDFLT_BFET_EN bit in Fault_BATFET_CNFG register.
Reset condition — VCOREDIG_RSTB"
BATFET_CNFG;0x11;0x80;BOVRC_DISBATFET;3;RW1S;0;"Disable BATFET in case of battery overcurrent limit
0 — Charger controls BATFET switch. BATFET is turned off in case of battery overcurrent occurs for 16 ms (default)
1 — BATFET is not turned off when battery overcurrent occurs. Charger operation remains undisturbed by overcurrent event. Reset condition — VCOREDIG_RSTB"
BATFET_CNFG;0x11;0x80;BATFET_OC;5 to 4;RW1S;11;"VBATT to VSYS FET overcurrent threshold, 2 bits adjustment
0 — Disabled
1 — 2.2 A typ
2 — 2.8 A typ
3 — 3.2 A typ
Reset condition — VCOREDIG_RSTB"
BATFET_CNFG;0x11;0x80;WD_TIME;6;RW;0;"Sets watchdog timer value
0 — 80 s
0 — 32 s
Reset condition — VCOREDIG_RSTB"
BATFET_CNFG;0x11;0x80;BOVRC_NOVBUS;7;RW;0;"Enables/disables battery overcurrent protection when no VBUS is present
0 — Disables battery overcurrent protection when no VBUS is present
1 — Enables battery overcurrent protection when no VBUS is present
Reset condition — VCOREDIG_RSTB"
THM_REG_CNFG;0x12;0x80;THM_CNFG;1 to 0;RW1S;1;"Thermistor configuration. 2 bits adjustment.
0 — Thermistor not in control of charger. TCOOL and TWARM interrupts are still generated. Thermistor Suspend mode is not entered in this setting. CC and CV values are not altered when TCOOL/cold, TWARM/hot thresholds are crossed.
1 — Thermistor control in charger. Charging stops when battery temperature > THOT or < TCOLD.
2 — JEITA 1 settings - Thermistor control in charger. Charging current and battery regulation voltage is reduced at battery temperature > TWARM and < TCOOL.
3 — JEITA 2 settings - Thermistor control in charger. Charging current is reduced at battery temperature > TWARM and < TCOOL. Charger voltage is not changed.
Reset condition — VCOREDIG_RSTB"
THM_REG_CNFG;0x12;0x80;REGTEMP;3 to 2;RW1S;1;"Junction temperature thermal regulation loop set point. 2-bit adjustments. The charger's target current limit starts to fold back and the TREG_SNS bit is set if the junction temperature is greater than the REGTEMP set point.
0 — 80 °C
1 — 95 °C
2 — 110 °C
3 — 125 °C (Reserved)
Reset condition — VCOREDIG_RSTB"
THM_REG_CNFG;0x12;0x80;THM_COLD;4;RW1S;0;"Thermistor cold temperature selection
0 — 0 °C
1 — –10 °C
Reset condition — VCOREDIG_RSTB"
THM_REG_CNFG;0x12;0x80;THM_HOT;5;RW1S;0;"Thermistor hot temperature selection
0 — 60 °C
1 — 55 °C
Reset condition — VCOREDIG_RSTB"
THM_REG_CNFG;0x12;0x80;RSVD6;6;RW;0;Unused
THM_REG_CNFG;0x12;0x80;TEMP_FB_EN;7;RW1S;0;"Enable/disable thermal foldback current function
0 — Thermal foldback disabled
1 — Thermal foldback enabled
Reset condition — VCOREDIG_RSTB"
VBUS_INLIM_CNFG;0x14;0x80;RSVD0;2 to 0;RW;0;Unused
VBUS_INLIM_CNFG;0x14;0x80;VBUS_LIN_ILIM;7 to 3;RW1S;1101;"Maximum input current limit selection. 5-bit adjustment from 10 mA to 1500 mA.
0 — 10 mA
1 — 15 mA
2 — 20 mA
3 — 25 mA
4 — 30 mA
5 — 35 mA
6 — 40 mA
7 — 45 mA
8 — 50 mA
9 — 100 mA
10 — 150 mA
11 — 200 mA
12 — 300 mA
13 — 400 mA
14 — 500 mA
15 — 600 mA
16 — 700 mA
17 — 800 mA
18 — 900 mA
19 — 1000 mA
20 — 1500 mA
21 — Reserved
22 — Reserved
23 — Reserved
24 — Reserved
25 — Reserved
26 — Reserved
27 — Reserved
28 — Reserved
29 — Reserved
30 — Reserved
31 — Reserved
Reset condition — CHGPOK_RSTB"
VBUS_LIN_DPM;0x15;0x80;VBUS_DPM_REG;2 to 0;RW1S;0;"VBUS regulation voltage (DPM mode)
0 — 3.90 V
1 — 4.00 V
2 — 4.10 V
3 — 4.20 V
4 — 4.30 V
5 — 4.40 V
6 — 4.50 V
7 — 4.60 V
Reset condition — VCOREDIG_RSTB"
VBUS_LIN_DPM;0x15;0x80;PRECHGDBATT_T HRSH;4 to 3;RW1S;0;"Precharge threshold
0 — Reserved
1 — Reserved
2 — Reserved
3 — Reserved"
VBUS_LIN_DPM;0x15;0x80;VIN_DPM_STOP;5;RW1S;0;"Dynamic input power management panic stop threshold
0 — 200 mV
1 — 250 mV
Reset condition — VCOREDIG_RSTB"
VBUS_LIN_DPM;0x15;0x80;RSVD6;6;R;0;Unused
VBUS_LIN_DPM;0x15;0x80;FET_SCALE;7;RW1S;0;"Enables/disables BATFET scaling
0 — Reserved
1 — Reserved
Reset condition — VCOREDIG_RSTB"
USB_PHY_LDO_CNFG;0x16;0x80;ACTDISPHY;0;RW1S;1;"Active discharger enable bit for USBPHY
0 — No active discharge
1 — Active discharge when regulator disabled
Reset condition — VCOREDIG_RSTB"
USB_PHY_LDO_CNFG;0x16;0x80;USBPHY;1;RW1S;0;"USBPHY voltage setting register
0 — 3.3 V
1 — 4.9 V
Reset condition — VCOREDIG_RSTB"
USB_PHY_LDO_CNFG;0x16;0x80;USBPHYLDO;2;RW1S;0;"USBPHY LDO enable
0 — Disabled
1 — Enabled
Reset condition — VCOREDIG_RSTB"
USB_PHY_LDO_CNFG;0x16;0x80;RSVD3;3;RW;0;Unused
USB_PHY_LDO_CNFG;0x16;0x80;RSVD4;5 to 4;RW;0;Unused
USB_PHY_LDO_CNFG;0x16;0x80;RSVD6;7 to 6;RW;0;Unused
DBNC_DELAY_TIME;0x18;0x80;VBUS_OV_TDB;1 to 0;RW1S;0;"VBUS overvoltage debounce delay
0 — 10 µs (Reserved)
1 — 100 µs
2 — 1 ms
3 — 10 ms
Reset condition — VCOREDIG_RSTB"
DBNC_DELAY_TIME;0x18;0x80;USB_PHY_TDB;3 to 2;RW1S;0;"USBPHY debounce timer - not used in PF1550
0 — 0 ms
1 — 16 ms
2 — 32 ms
3 — Not used
Reset condition — VCOREDIG_RSTB"
DBNC_DELAY_TIME;0x18;0x80;SYS_WKUP_DLY;5 to 4;RW1S;0;"System wake-up time
0 — 8.0 ms
1 — 16 ms
2 — 32 ms
3 — 100 ms
Reset condition — VCOREDIG_RSTB"
DBNC_DELAY_TIME;0x18;0x80;RSVD6;7 to 6;RW;0;Unused
CHG_INT_CNFG;0x19;0x80;CHG_INT_GEN;0;RW1S;0;"Determines if an interrupt is generated at every mode transition in charger
0 — Interrupt is not generated at every mode transition except transition from Fast Charge to CV
1 — Interrupt is generated at every mode transition (Fast Charge, CV, EOC, DONE, No Charger)
Reset condition — VCOREDIG_RSTB"
CHG_INT_CNFG;0x19;0x80;EOC_INT;1;RW1S;0;"Interrupt bit generated at end-of-charge
0 — No interrupt bit is generated when end-of- charge current is triggered
1 — Interrupt bit is generated when end-of-charge current is triggered
Reset condition — VCOREDIG_RSTB"
CHG_INT_CNFG;0x19;0x80;RSVD2;7 to 2;RW;0;Unused
THM_ADJ_SETTING;0x1A;0x80;THM_WARM;0;RW1S;0;"Thermistor warm threshold setting
0 — 45 °C
1 — 50 °C
Reset condition — VCOREDIG_RSTB"
THM_ADJ_SETTING;0x1A;0x80;THM_COOL;1;RW1S;0;"Thermistor cool threshold setting
0 — 15 °C
1 — 10 °C
Reset condition — VCOREDIG_RSTB"
THM_ADJ_SETTING;0x1A;0x80;CV_ADJ;3 to 2;RW1S;0;"JEITA Thermistor battery termination voltage subtraction setting
0 — 60 mV
1 — 100 mV
2 — 160 mV
3 — 200 mv
Reset condition — VCOREDIG_RSTB"
THM_ADJ_SETTING;0x1A;0x80;CC_ADJ;5 to 4;RW1S;0;"JEITA Thermistor battery charging current setting (percentage of IFC)
0 — 25 %
1 — 50 %
2 — 75 %
3 — 100 %
Reset condition — VCOREDIG_RSTB"
THM_ADJ_SETTING;0x1A;0x80;RSVD6;7 to 6;RW;0;Unused
VBUS2SYS_CNFG;0x1B;0x80;VBUS2SYS_TDB;1 to 0;RW1S;0;"VBUS to VSYS comparator debounce time
0 — Reserved
1 — 100 µs
2 — 1 ms
3 — 10 ms
Reset condition — VCOREDIG_RSTB"
VBUS2SYS_CNFG;0x1B;0x80;VBUS2SYS_THRSH;2;RW1S;0;"VBUS to VSYS comparator threshold setting
0 — 50 mV
1 — 175 mV
Reset condition — VCOREDIG_RSTB"
VBUS2SYS_CNFG;0x1B;0x80;RSVD3;7 to 3;RW;0;Unused
LED_PWM;0x1C;0x80;LED_PWM;5 to 0;RW;0;"LED PWM duty cycle setting
0 — 0/32 (Off)
1 — 1/32
2 — 2/32
3 — 3/32
4 — 4/32
5 — 5/32
6 — 6/32
7 — 7/32
8 — 8/32
9 — 9/32
10 — 10/32
11 — 11/32
12 — 12/32
13 — 13/32
14 — 14/32
15 — 15/32
16 — 16/32
17 — 17/32
18 — 18/32
19 — 19/32
20 — 20/32
21 — 21/32
22 — 22/32
23 — 23/32
24 — 24/32
25 — 25/32
26 — 26/32
27 — 27/32
28 — 28/32
29 — 29/32
30 — 30/32
31 — 31/32
32 and higher — 32/32
Reset condition — VCOREDIG_RSTB"
LED_PWM;0x1C;0x80;LED_RAMP;6;RW;0;"Enable PWM ramp enable
0 — Ramp disable
1 — Ramp enable
Reset condition — VCOREDIG_RSTB"
LED_PWM;0x1C;0x80;LED_EN;7;RW;0;"LED driver enable
0 — Disabled
1 — Enabled
Reset condition — VCOREDIG_RSTB"
FAULT_BATFET_CNFG;0x1D;0x80;OVFLT_BFET_EN;0;RW1S;0;"BATFET control during battery overvoltage
0 — BATFET is opened during battery overvoltage
1 — BATFET remains closed
Reset condition — VCOREDIG_RSTB"
FAULT_BATFET_CNFG;0x1D;0x80;WDFLT_BFET_EN;1;RW1S;0;"BATFET control during watchdog fault
0 — BATFET is opened during watchdog fault
1 — BATFET remains closed
Reset condition — VCOREDIG_RSTB"
FAULT_BATFET_CNFG;0x1D;0x80;THMSUS_BFET_EN;2;RW1S;0;"BATFET control during thermistor fault (< Cold or > Hot)
0 — BATFET is opened during battery thermistor fault
1 — BATFET remains closed
Reset condition — VCOREDIG_RSTB"
FAULT_BATFET_CNFG;0x1D;0x80;TSHDN_BFET_EN;3;RW1S;0;"BATFET control during thermal shutdown
0 — BATFET is opened during thermal shutdown
1 — BATFET remains closed
Reset condition — VCOREDIG_RSTB"
FAULT_BATFET_CNFG;0x1D;0x80;TMRFLT_BFET_EN;4;RW1S;0;"BATFET control during charger timer fault
0 — BATFET is opened during charger timer fault
1 — BATFET remains closed
Reset condition — POR"
FAULT_BATFET_CNFG;0x1D;0x80;RSVD5;5;RW1S;0;Unused
FAULT_BATFET_CNFG;0x1D;0x80;CTRL_CHGR_BET A_ SEL;7 to 6;RW1S;0;Reserved
LED_CNFG;0x1E;0x80;LED_FREQ;1 to 0;RW;0;"LED driver PWM frequency setting
0 — 1.0 Hz
1 — 0.5 Hz
2 — 256 Hz
3 — 8.0 Hz
Reset condition — VCOREDIG_RSTB"
LED_CNFG;0x1E;0x80;LED_CURRENT;3 to 2;RW1S;0;"LED driver current amplitude setting
0 — Reserved
1 — 6.0 mA
2 — Reserved
3 — Reserved
Reset condition — VCOREDIG_RSTB"
LED_CNFG;0x1E;0x80;LED_CFG;4;RW1S;0;"Controls LED on/blinking mode
0 — LED on during charging. flashing during charger fault. off in DONE state
1 — LED flashing during charging. on during charger fault. off in DONE state
Reset condition — VCOREDIG_RSTB"
LED_CNFG;0x1E;0x80;LEDOVRD;5;RW;0;"Enable software control of LED
0 — LED controlled by state machine
1 — LED controlled via software
Reset condition — VCOREDIG_RSTB"
LED_CNFG;0x1E;0x80;RSVD4;7 to 6;RW;0;Unused
